         931899 function calls (884149 primitive calls) in 4.011 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      801    0.000    0.000    0.000    0.000 session.py:519(targets)
      717    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       44    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.GetHandleShapeAndType}
       94    0.000    0.000    0.000    0.000 tensor_util.py:185(GetFromNumpyDTypeDict)
      161    0.000    0.000    0.000    0.000 ops.py:3683(_get_tensor_by_tf_output)
      118    0.000    0.000    0.000    0.000 variables.py:149(validate_synchronization_aggregation_trainable)
    90/46    0.000    0.000    0.106    0.002 variables.py:256(__call__)
      270    0.000    0.000    0.001    0.000 ops.py:6117(get_collection)
     2200    0.000    0.000    0.000    0.000 inspect.py:2502(name)
      288    0.000    0.000    0.000    0.000 traceable_stack.py:111(pop_obj)
        1    0.000    0.000    0.002    0.002 gradients_util.py:72(_PendingCount)
       34    0.000    0.000    0.011    0.000 gen_array_ops.py:7353(reshape)
      324    0.000    0.000    0.000    0.000 tape.py:118(stop_recording)
       55    0.000    0.000    0.001    0.000 ops.py:2482(get_gradient_function)
       33    0.000    0.000    0.011    0.000 gen_math_ops.py:10131(_sum)
      216    0.000    0.000    0.000    0.000 ops.py:6531(_op_to_colocate_with)
       97    0.000    0.000    0.000    0.000 backprop_util.py:25(IsTrainable)
       44    0.000    0.000    0.017    0.000 resource_variable_ops.py:135(_variable_handle_from_shape_and_dtype)
       30    0.000    0.000    0.008    0.000 array_ops.py:548(shape_internal)
       28    0.000    0.000    0.081    0.003 variable_scope.py:287(get_variable)
       44    0.000    0.000    0.011    0.000 resource_variable_ops.py:610(_read_variable_op)
      236    0.000    0.000    0.000    0.000 tf_decorator.py:200(unwrap)
       55    0.000    0.000    0.060    0.001 gradients_util.py:321(_MaybeCompile)
      782    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       46    0.000    0.000    0.011    0.000 gen_resource_variable_ops.py:121(assign_variable_op)
      462    0.000    0.000    0.000    0.000 resource_variable_ops.py:557(op)
      231    0.000    0.000    0.037    0.000 dispatch.py:177(wrapper)
       68    0.000    0.000    0.001    0.000 typing.py:875(__extrahook__)
      116    0.000    0.000    0.000    0.000 device.py:67(merge_device)
       44    0.000    0.000    0.001    0.000 resource_variable_ops.py:55(get_resource_handle_data)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewGraph}
      276    0.000    0.000    0.000    0.000 errors_impl.py:117(__str__)
      251    0.000    0.000    0.000    0.000 ops.py:4423(_push_control_dependencies_controller)
       27    0.000    0.000    0.007    0.000 gen_array_ops.py:8193(shape)
      305    0.000    0.000    0.000    0.000 gradients_util.py:382(_IsFunction)
       28    0.000    0.000    0.081    0.003 variable_scope.py:1245(get_variable)
       28    0.000    0.000    0.082    0.003 slot_creator.py:50(_create_slot_var)
       44    0.000    0.000    0.000    0.000 resource_variable_ops.py:88(<listcomp>)
        1    0.000    0.000    0.114    0.114 optimizer.py:531(apply_gradients)
        1    0.000    0.000    0.001    0.001 gradients_util.py:52(_MarkReachedOps)
      717    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       14    0.000    0.000    0.015    0.001 adam.py:162(_resource_apply_dense)
      917    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:1086(<lambda>)
     1100    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       95    0.000    0.000    0.001    0.000 math_ops.py:649(cast)
      116    0.000    0.000    0.000    0.000 device.py:172(is_null_merge)
     1976    0.000    0.000    0.000    0.000 inspect.py:2506(default)
      210    0.000    0.000    0.001    0.000 variable_scope.py:1420(get_variable_scope_store)
      190    0.000    0.000    0.000    0.000 {method 'WhichOneof' of 'google.protobuf.pyext._message.CMessage' objects}
       52    0.000    0.000    0.015    0.000 control_flow_ops.py:179(_Identity)
      198    0.000    0.000    0.000    0.000 __init__.py:1544(isEnabledFor)
       28    0.000    0.000    0.001    0.000 variable_scope.py:2323(_enter_scope_uncached)
      276    0.000    0.000    0.000    0.000 {method 'throw' of 'generator' objects}
       18    0.000    0.000    0.013    0.001 math_grad.py:67(SmartBroadcastGradientArgs)
      417    0.000    0.000    0.000    0.000 op_def_library.py:46(_AttrValue)
      224    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_AddControlInput}
       28    0.000    0.000    0.087    0.003 slot_creator.py:177(create_zeros_slot)
      276    0.000    0.000    0.000    0.000 ops.py:3635(_get_operation_by_name_unsafe)
       76    0.000    0.000    0.000    0.000 distribution_strategy_context.py:78(_get_per_thread_mode)
       28    0.000    0.000    0.007    0.000 gen_math_ops.py:6093(mul)
      170    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       28    0.000    0.000    0.087    0.003 optimizer.py:1142(_zeros_slot)
  154/110    0.000    0.000    0.000    0.000 tensor_util.py:218(_GetDenseDimensions)
       44    0.000    0.000    0.001    0.000 resource_variable_ops.py:99(_combine_handle_data)
       87    0.000    0.000    0.001    0.000 tensor_util.py:262(inner)
      110    0.000    0.000    0.001    0.000 tensor_util.py:304(_AssertCompatible)
       82    0.000    0.000    0.001    0.000 fromnumeric.py:2843(prod)
      577    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      865    0.000    0.000    0.000    0.000 ops.py:2988(_get_control_flow_context)
      227    0.000    0.000    0.000    0.000 ops.py:4418(op_in_group)
      197    0.000    0.000    0.000    0.000 __init__.py:1359(log)
      100    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(mean)
        7    0.000    0.000    0.013    0.002 random_ops.py:186(random_uniform)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1411(close_variable_subscopes)
       18    0.000    0.000    0.000    0.000 numeric.py:2287(array_equal)
      221    0.000    0.000    0.001    0.000 gradients_util.py:414(_NonEagerInputs)
       21    0.000    0.000    0.006    0.000 gen_math_ops.py:5576(mat_mul)
       44    0.000    0.000    0.105    0.002 variables.py:180(_variable_v1_call)
      104    0.000    0.000    0.001    0.000 ops.py:1440(internal_convert_to_tensor_or_composite)
       35    0.000    0.000    0.007    0.000 array_ops.py:2389(_constant_if_small)
       28    0.000    0.000    0.007    0.000 control_flow_ops.py:2840(_GroupControlDeps)
      170    0.000    0.000    0.000    0.000 ops.py:1870(<listcomp>)
      324    0.000    0.000    0.000    0.000 ops.py:4921(_control_dependencies_stack)
      109    0.000    0.000    0.000    0.000 tensor_conversion_registry.py:114(get)
      140    0.000    0.000    0.000    0.000 tensor_shape.py:1142(is_fully_defined)
       55    0.000    0.000    0.059    0.001 gradients_util.py:669(<lambda>)
       28    0.000    0.000    0.000    0.000 variable_scope.py:2205(__init__)
       31    0.000    0.000    0.009    0.000 math_ops.py:899(binary_op_wrapper)
      765    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       44    0.000    0.000    0.105    0.002 resource_variable_ops.py:1312(__init__)
       52    0.000    0.000    0.015    0.000 array_ops.py:238(identity)
      276    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
      161    0.000    0.000    0.000    0.000 ops.py:3658(_get_operation_by_tf_operation)
       60    0.000    0.000    0.000    0.000 ops.py:3767(add_to_collection)
      700    0.000    0.000    0.000    0.000 session.py:381(unique_fetches)
      372    0.000    0.000    0.000    0.000 traceable_stack.py:115(peek_top_obj)
       29    0.000    0.000    0.000    0.000 {tensorflow.python.framework.fast_tensor_util.AppendInt32ArrayToTensorProto}
       17    0.000    0.000    0.007    0.000 gen_array_ops.py:3193(fill)
       94    0.000    0.000    0.000    0.000 tensor_util.py:193(GetNumpyAppendFn)
       89    0.000    0.000    0.000    0.000 ops.py:4430(_current_control_dependencies)
       55    0.000    0.000    0.000    0.000 gradients_util.py:237(_VerifyGeneratedGradients)
       59    0.000    0.000    0.000    0.000 tensor_util.py:1001(maybe_set_static_shape)
       44    0.000    0.000    0.105    0.002 variables.py:197(<lambda>)
       44    0.000    0.000    0.007    0.000 variables.py:2679(_try_guard_against_uninitialized_dependencies)
      144    0.000    0.000    0.001    0.000 ops.py:558(_shape_tuple)
       28    0.000    0.000    0.079    0.003 variable_scope.py:436(_true_getter)
       16    0.000    0.000    0.006    0.000 gen_array_ops.py:710(broadcast_gradient_args)
      186    0.000    0.000    0.001    0.000 ops.py:5119(colocate_with)
       44    0.000    0.000    0.011    0.000 resource_variable_ops.py:524(value)
      114    0.000    0.000    0.000    0.000 ops.py:2176(control_inputs)
      338    0.000    0.000    0.000    0.000 traceable_stack.py:83(__init__)
       82    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(prod)
      126    0.000    0.000    0.000    0.000 ops.py:3703(_get_op_def)
      236    0.000    0.000    0.000    0.000 tf_decorator.py:114(_has_tf_decorator_attr)
      198    0.000    0.000    0.000    0.000 __init__.py:1530(getEffectiveLevel)
       12    0.000    0.000    0.021    0.002 math_grad.py:1136(_AddGrad)
       76    0.000    0.000    0.000    0.000 tf_inspect.py:390(ismethod)
       14    0.000    0.000    0.014    0.001 gen_training_ops.py:1368(resource_apply_adam)
      245    0.000    0.000    0.000    0.000 typing.py:1019(_abc_negative_cache)
      221    0.000    0.000    0.000    0.000 gradients_util.py:428(<listcomp>)
        7    0.000    0.000    0.013    0.002 vae_tf_mnist.py:11(xavier_init)
      137    0.000    0.000    0.000    0.000 control_flow_util.py:107(IsLoopExit)
       55    0.000    0.000    0.000    0.000 registry.py:82(lookup)
      200    0.000    0.000    0.000    0.000 fromnumeric.py:2087(_sum_dispatcher)
      169    0.000    0.000    0.005    0.000 nest.py:242(flatten)
      279    0.000    0.000    0.000    0.000 tensor_shape.py:1145(<genexpr>)
       94    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       44    0.000    0.000    0.018    0.000 resource_variable_ops.py:187(eager_safe_variable_handle)
       16    0.000    0.000    0.006    0.000 gen_math_ops.py:306(add)
       88    0.000    0.000    0.000    0.000 op_def_library.py:159(_MakeStr)
      204    0.000    0.000    0.000    0.000 tensor_util.py:964(is_tensor)
       83    0.000    0.000    0.000    0.000 ops.py:644(consumers)
      162    0.000    0.000    0.000    0.000 ops.py:4092(get_name_scope)
      335    0.000    0.000    0.000    0.000 typing.py:1089(__eq__)
       28    0.000    0.000    0.004    0.000 gen_control_flow_ops.py:463(no_op)
       45    0.000    0.000    0.001    0.000 op_def_library.py:184(_MakeShape)
      162    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeSetIsStopped}
      122    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
       90    0.000    0.000    0.000    0.000 resource_variable_ops.py:303(_maybe_set_handle_data)
       76    0.000    0.000    0.000    0.000 tf_inspect.py:283(<listcomp>)
     1100    0.000    0.000    0.000    0.000 inspect.py:2514(kind)
       90    0.000    0.000    0.000    0.000 tensor_shape.py:1156(as_list)
       28    0.000    0.000    0.000    0.000 variable_scope.py:2442(__exit__)
      786    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       28    0.000    0.000    0.000    0.000 optimizer.py:1167(_restore_slot_variable)
       28    0.000    0.000    0.002    0.000 variable_scope.py:2297(__enter__)
      104    0.000    0.000    0.000    0.000 <string>:12(__new__)
       80    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       45    0.000    0.000    0.000    0.000 execute.py:201(make_shape)
      159    0.000    0.000    0.000    0.000 ops.py:488(<listcomp>)
       36    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      104    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       28    0.000    0.000    0.000    0.000 variable_scope.py:2033(_get_unique_variable_scope)
       77    0.000    0.000    0.002    0.000 math_ops.py:1359(tensor_not_equals)
       44    0.000    0.000    0.000    0.000 ops.py:3785(add_to_collections)
      236    0.000    0.000    0.000    0.000 ops.py:4900(_colocation_stack)
     1100    0.000    0.000    0.000    0.000 inspect.py:2510(annotation)
      147    0.000    0.000    0.000    0.000 typing.py:1033(_abc_negative_cache_version)
      189    0.000    0.000    0.000    0.000 tensor_shape.py:814(ndims)
        7    0.000    0.000    0.004    0.001 math_grad.py:1611(_MatMulGrad)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1851(__init__)
       28    0.000    0.000    0.001    0.000 tf_inspect.py:98(getargspec)
       34    0.000    0.000    0.000    0.000 math_ops.py:1483(_has_fully_defined_shape)
       95    0.000    0.000    0.000    0.000 indexed_slices.py:285(internal_convert_to_tensor_or_indexed_slices)
        7    0.000    0.000    0.004    0.001 math_ops.py:2617(matmul)
       46    0.000    0.000    0.000    0.000 resource_variable_ops.py:315(variable_accessed)
      144    0.000    0.000    0.000    0.000 ops.py:554(<listcomp>)
       69    0.000    0.000    0.000    0.000 ops.py:3137(_is_function)
       28    0.000    0.000    0.001    0.000 tf_inspect.py:55(_getargspec)
       28    0.000    0.000    0.000    0.000 tensor_shape.py:788(__str__)
       69    0.000    0.000    0.000    0.000 control_flow_util.py:92(IsSwitch)
       15    0.000    0.000    0.001    0.000 adam.py:109(_get_beta_accumulators)
       88    0.000    0.000    0.000    0.000 execute.py:177(make_str)
        1    0.000    0.000    0.000    0.000 ops.py:2702(__init__)
      324    0.000    0.000    0.000    0.000 ops.py:2996(_set_control_flow_context)
        3    0.000    0.000    0.012    0.004 math_grad.py:147(_SumGrad)
      154    0.000    0.000    0.001    0.000 variable_scope.py:1433(get_variable_scope)
       44    0.000    0.000    0.000    0.000 resource_variable_ops.py:90(<listcomp>)
       11    0.000    0.000    0.003    0.000 gen_math_ops.py:10072(sub)
      264    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
      143    0.000    0.000    0.000    0.000 gradients_util.py:948(<genexpr>)
      276    0.000    0.000    0.000    0.000 errors_impl.py:86(message)
      180    0.000    0.000    0.000    0.000 ops.py:4468(<listcomp>)
        4    0.000    0.000    0.010    0.003 math_grad.py:1205(_MulGrad)
       83    0.000    0.000    0.000    0.000 ops.py:654(<listcomp>)
       55    0.000    0.000    0.000    0.000 gradients_util.py:839(<listcomp>)
      272    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
      191    0.000    0.000    0.000    0.000 variables.py:2727(<genexpr>)
       33    0.000    0.000    0.012    0.000 math_ops.py:1598(reduce_sum_with_dims)
       42    0.000    0.000    0.011    0.000 resource_variable_ops.py:1210(_dense_var_to_tensor)
       87    0.000    0.000    0.000    0.000 tensor_util.py:263(<listcomp>)
      139    0.000    0.000    0.000    0.000 dtypes.py:120(is_numpy_compatible)
       28    0.000    0.000    0.000    0.000 inspect.py:1825(_signature_is_functionlike)
       90    0.000    0.000    0.000    0.000 tensor_shape.py:1167(<listcomp>)
       55    0.000    0.000    0.000    0.000 gradients_util.py:837(<listcomp>)
       69    0.000    0.000    0.000    0.000 gradients_util.py:302(_IsPartitionedCall)
       28    0.000    0.000    0.021    0.001 variable_scope.py:904(<lambda>)
      101    0.000    0.000    0.000    0.000 ops.py:427(device)
       83    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationOutputConsumers_wrapper}
       76    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      124    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        7    0.000    0.000    0.002    0.000 gen_random_ops.py:687(random_uniform)
       34    0.000    0.000    0.011    0.000 array_ops.py:58(reshape)
      198    0.000    0.000    0.000    0.000 tf_logging.py:93(get_logger)
       28    0.000    0.000    0.000    0.000 optimizer.py:197(_get_processor)
       44    0.000    0.000    0.000    0.000 ops.py:6075(add_to_collections)
      114    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationGetControlInputs_wrapper}
       28    0.000    0.000    0.081    0.003 variable_scope.py:1540(get_variable)
        1    0.000    0.000    0.180    0.180 session.py:1722(__init__)
      139    0.000    0.000    0.000    0.000 gradients_util.py:828(_FilterGrad)
       28    0.000    0.000    0.000    0.000 {built-in method builtins.format}
       14    0.000    0.000    0.000    0.000 tape.py:74(variable_accessed)
       76    0.000    0.000    0.000    0.000 context.py:2036(_tmp_in_graph_mode)
       44    0.000    0.000    0.000    0.000 resource_variable_ops.py:91(<listcomp>)
      104    0.000    0.000    0.000    0.000 execute.py:184(make_bool)
        1    0.000    0.000    0.042    0.042 vae_tf_mnist.py:46(initialize_weights)
       44    0.000    0.000    0.001    0.000 resource_variable_ops.py:65(get_eager_safe_handle_data)
        8    0.000    0.000    0.000    0.000 ops.py:1338(internal_convert_n_to_tensor)
      138    0.000    0.000    0.000    0.000 gradients_util.py:604(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       28    0.000    0.000    0.000    0.000 variable_scope.py:2002(__exit__)
       28    0.000    0.000    0.000    0.000 inspect.py:1813(_signature_is_builtin)
        1    0.000    0.000    0.224    0.224 vae_tf_mnist.py:118(backward)
        1    0.000    0.000    0.492    0.492 vae_tf_mnist.py:24(__init__)
       56    0.000    0.000    0.000    0.000 variable_scope.py:1439(_get_default_variable_store)
       31    0.000    0.000    0.001    0.000 array_ops.py:1345(_should_not_autopack)
        8    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_AddInputList}
       11    0.000    0.000    0.000    0.000 indexed_slices.py:321(internal_convert_n_to_tensor_or_indexed_slices)
      100    0.000    0.000    0.000    0.000 _asarray.py:88(asanyarray)
        3    0.000    0.000    0.000    0.000 tensor_util.py:564(MakeNdarray)
      242    0.000    0.000    0.000    0.000 dtypes.py:289(__hash__)
       74    0.000    0.000    0.000    0.000 numerictypes.py:293(issubclass_)
       97    0.000    0.000    0.000    0.000 gradients_util.py:230(_IsBackpropagatable)
       28    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       19    0.000    0.000    0.001    0.000 math_grad.py:1126(_ShapesFullySpecifiedAndEqual)
       28    0.000    0.000    0.021    0.001 init_ops.py:111(__call__)
       28    0.000    0.000    0.000    0.000 math_ops.py:3446(conj)
      104    0.000    0.000    0.000    0.000 op_def_library.py:166(_MakeBool)
        1    0.000    0.000    0.179    0.179 session.py:636(__init__)
       33    0.000    0.000    0.012    0.000 math_ops.py:1553(reduce_sum)
       42    0.000    0.000    0.011    0.000 resource_variable_ops.py:1793(_dense_var_to_tensor)
      195    0.000    0.000    0.000    0.000 resource_variable_ops.py:519(handle)
      104    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
       57    0.000    0.000    0.000    0.000 gradients_util.py:136(_AsList)
       26    0.000    0.000    0.000    0.000 control_flow_ops.py:2984(<listcomp>)
       28    0.000    0.000    0.000    0.000 dtypes.py:145(is_floating)
       28    0.000    0.000    0.000    0.000 tf_inspect.py:365(isclass)
       44    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeSetRecordOperation}
       30    0.000    0.000    0.000    0.000 tensor_shape.py:1214(unknown_shape)
        4    0.000    0.000    0.002    0.000 gradients_util.py:842(_MultiDeviceAddN)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       14    0.000    0.000    0.015    0.001 optimizer.py:163(update_op)
       98    0.000    0.000    0.000    0.000 resource_variable_ops.py:490(name)
      217    0.000    0.000    0.000    0.000 ops.py:639(value_index)
      117    0.000    0.000    0.000    0.000 device_spec.py:413(to_string)
       29    0.000    0.000    0.000    0.000 variable_scope.py:1115(__init__)
       23    0.000    0.000    0.000    0.000 tensor_util.py:275(_check_not_tensor)
      182    0.000    0.000    0.000    0.000 ops.py:4409(control_inputs)
       55    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method io.open}
       26    0.000    0.000    0.000    0.000 control_flow_ops.py:2988(<listcomp>)
       28    0.000    0.000    0.000    0.000 variables.py:1140(_shared_name)
       42    0.000    0.000    0.000    0.000 tensor_shape.py:798(<genexpr>)
      100    0.000    0.000    0.000    0.000 fromnumeric.py:3227(_mean_dispatcher)
       83    0.000    0.000    0.000    0.000 gradients_util.py:460(_Consumers)
        2    0.000    0.000    0.004    0.002 optimizer.py:811(_create_non_slot_variable)
       14    0.000    0.000    0.005    0.000 constant_op.py:326(_tensor_shape_tensor_conversion_function)
       36    0.000    0.000    0.008    0.000 tensor_conversion_registry.py:50(_default_conversion_function)
       30    0.000    0.000    0.000    0.000 distribute_lib.py:2119(colocate_vars_with)
      290    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
       17    0.000    0.000    0.007    0.000 array_ops.py:198(fill)
        8    0.000    0.000    0.003    0.000 tensor_util.py:982(shape_tensor)
      114    0.000    0.000    0.000    0.000 ops.py:2193(<listcomp>)
      110    0.000    0.000    0.000    0.000 ops.py:3888(_original_op)
       76    0.000    0.000    0.000    0.000 ops.py:4928(_distribution_strategy_stack)
        8    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.004    0.001 math_ops.py:925(r_binary_op_wrapper)
        6    0.000    0.000    0.002    0.000 gen_math_ops.py:451(add_v2)
       31    0.000    0.000    0.001    0.000 array_ops.py:1355(_autopacking_conversion_function)
       52    0.000    0.000    0.001    0.000 ops.py:1417(convert_to_tensor_or_composite)
       44    0.000    0.000    0.000    0.000 ops.py:2855(_variable_creator_stack)
       30    0.000    0.000    0.000    0.000 distribute_lib.py:247(_require_strategy_scope_extended)
       55    0.000    0.000    0.000    0.000 gradients_util.py:677(<listcomp>)
        8    0.000    0.000    0.001    0.000 math_ops.py:2999(add_n)
       84    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
       37    0.000    0.000    0.000    0.000 numerictypes.py:365(issubdtype)
        5    0.000    0.000    0.001    0.000 gen_math_ops.py:6265(neg)
       77    0.000    0.000    0.000    0.000 array_ops.py:1351(<genexpr>)
      162    0.000    0.000    0.000    0.000 ops.py:151(__init__)
       28    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
      148    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.002    0.002 math_grad.py:255(_MeanGrad)
       17    0.000    0.000    0.004    0.000 math_ops.py:1197(_mul_dispatch)
      109    0.000    0.000    0.000    0.000 resource_variable_ops.py:475(dtype)
      162    0.000    0.000    0.000    0.000 ops.py:157(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:251(__init__)
       32    0.000    0.000    0.000    0.000 distribution_strategy_context.py:179(get_strategy)
      140    0.000    0.000    0.000    0.000 gradients_util.py:292(_maybe_colocate_with)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        1    0.000    0.000    0.092    0.092 adam.py:118(_create_slots)
       28    0.000    0.000    0.000    0.000 optimizer.py:735(get_slot)
        2    0.000    0.000    0.007    0.004 math_ops.py:3491(reduced_shape)
        4    0.000    0.000    0.001    0.000 gen_math_ops.py:380(add_n)
       28    0.000    0.000    0.000    0.000 inspect.py:91(ismethoddescriptor)
       69    0.000    0.000    0.000    0.000 gradients_util.py:808(_GetGrads)
        1    0.000    0.000    0.053    0.053 vae_tf_mnist.py:96(forward)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      283    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.002    0.001 math_ops.py:1377(range)
       31    0.000    0.000    0.007    0.000 constant_op.py:314(_constant_tensor_conversion_function)
       44    0.000    0.000    0.000    0.000 tape.py:145(record_operation)
      161    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:1178(<lambda>)
        9    0.000    0.000    0.000    0.000 tensor_shape.py:902(merge_with)
       57    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.103    0.103 optimizer.py:415(compute_gradients)
       51    0.000    0.000    0.000    0.000 control_flow_ops.py:3001(<lambda>)
       86    0.000    0.000    0.000    0.000 resource_variable_ops.py:1941(is_resource_variable)
        6    0.000    0.000    0.226    0.038 gzip.py:271(read)
       76    0.000    0.000    0.000    0.000 gradients_util.py:774(<listcomp>)
       16    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.stat}
      153    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        2    0.000    0.000    0.001    0.001 resource_variable_ops.py:1810(__init__)
       82    0.000    0.000    0.000    0.000 fromnumeric.py:2838(_prod_dispatcher)
       76    0.000    0.000    0.000    0.000 distribution_strategy_context.py:312(_get_default_replica_mode)
        4    0.000    0.000    0.000    0.000 gzip.py:405(_read_gzip_header)
        4    0.000    0.000    0.000    0.000 gradients_util.py:816(_AccumulatorShape)
       32    0.000    0.000    0.000    0.000 {method 'tostring' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.005    0.005 vae_tf_mnist.py:74(encode)
        3    0.000    0.000    0.006    0.002 math_grad.py:1171(_SubGrad)
        2    0.000    0.000    0.000    0.000 math_grad.py:189(EvaluateAsTuple)
       42    0.000    0.000    0.000    0.000 variable_scope.py:1416(variable_scope_count)
       28    0.000    0.000    0.000    0.000 init_ops.py:105(__init__)
        6    0.000    0.000    0.002    0.000 math_ops.py:1189(_add_dispatch)
       46    0.000    0.000    0.000    0.000 resource_variable_ops.py:562(trainable)
        2    0.000    0.000    0.001    0.000 array_ops.py:634(size_internal)
        9    0.000    0.000    0.000    0.000 dtypes.py:139(is_integer)
       28    0.000    0.000    0.000    0.000 inspect.py:1695(_signature_get_user_defined_method)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:966(_find_and_load)
        8    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       30    0.000    0.000    0.000    0.000 optimizer.py:866(_get_non_slot_variable)
        2    0.000    0.000    0.001    0.001 math_grad.py:659(_LogGrad)
       56    0.000    0.000    0.000    0.000 variable_scope.py:1220(set_partitioner)
       34    0.000    0.000    0.000    0.000 math_ops.py:1488(_may_reduce_to_scalar)
       44    0.000    0.000    0.000    0.000 resource_variable_ops.py:535(initializer)
       22    0.000    0.000    0.000    0.000 op_def_library.py:148(_MakeInt)
       23    0.000    0.000    0.000    0.000 tensor_util.py:276(<listcomp>)
        3    0.000    0.000    0.000    0.000 tensor_util.py:669(_ConstantValue)
        4    0.000    0.000    0.000    0.000 lazy_loader.py:42(_load)
       17    0.000    0.000    0.000    0.000 tensor_conversion_registry.py:136(<genexpr>)
        1    0.000    0.000    0.001    0.001 gradients_util.py:140(_DefaultGradYs)
        1    0.000    0.000    0.005    0.005 adam.py:225(_finish)
      112    0.000    0.000    0.000    0.000 variable_scope.py:1146(name)
        2    0.000    0.000    0.001    0.000 gen_nn_ops.py:5015(leaky_relu_grad)
        2    0.000    0.000    0.002    0.001 resource_variable_ops.py:799(assign)
       16    0.000    0.000    0.000    0.000 <string>:16(_make)
        1    0.000    0.000    0.001    0.001 gen_array_ops.py:5993(placeholder)
       21    0.000    0.000    0.000    0.000 tensor_util.py:494(<listcomp>)
        3    0.000    0.000    0.000    0.000 tensor_util.py:797(constant_value)
      162    0.000    0.000    0.000    0.000 ops.py:154(__enter__)
       85    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.103    0.103 gradients_impl.py:43(gradients)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1405(open_variable_scope)
        2    0.000    0.000    0.000    0.000 base.py:848(_handle_deferred_dependencies)
        1    0.000    0.000    0.000    0.000 variables.py:3218(<listcomp>)
       34    0.000    0.000    0.000    0.000 math_ops.py:1459(_ReductionDims)
        2    0.000    0.000    0.001    0.001 gen_data_flow_ops.py:698(dynamic_stitch)
      126    0.000    0.000    0.000    0.000 ops.py:1729(<listcomp>)
