         912517 function calls (884899 primitive calls) in 2.368 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      461    0.000    0.000    0.000    0.000 backprop.py:144(_record_gradient)
       44    0.000    0.000    0.103    0.002 variable_scope.py:2463(default_variable_creator)
      197    0.000    0.000    0.001    0.000 tf_logging.py:198(vlog)
       26    0.000    0.000    0.037    0.001 control_flow_ops.py:2947(tuple)
       86    0.000    0.000    0.000    0.000 ops.py:103(__init__)
      730    0.000    0.000    0.000    0.000 traceable_stack.py:127(__len__)
      801    0.000    0.000    0.000    0.000 session.py:1342(<listcomp>)
       69    0.000    0.000    0.001    0.000 gradients_util.py:741(_UpdatePendingAndEnqueueReady)
      284    0.000    0.000    0.000    0.000 ops.py:4518(add_op)
      554    0.000    0.000    0.001    0.000 dtypes.py:270(__ne__)
      276    0.000    0.000    0.068    0.000 dispatch.py:177(wrapper)
       21    0.000    0.000    0.009    0.000 gen_math_ops.py:6083(mat_mul)
      127    0.000    0.000    0.044    0.000 constant_op.py:164(constant)
      203    0.000    0.000    0.000    0.000 ops.py:4506(__exit__)
      611    0.000    0.000    0.000    0.000 ops.py:1886(device)
      489    0.000    0.000    0.001    0.000 op_callbacks.py:144(should_invoke_op_callbacks)
      616    0.000    0.000    0.000    0.000 ops.py:2138(__init__)
       55    0.000    0.000    0.001    0.000 ops.py:2530(get_gradient_function)
      144    0.000    0.000    0.001    0.000 ops.py:560(_shape_as_list)
      771    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      489    0.000    0.000    0.000    0.000 op_def_library.py:89(<listcomp>)
      752    0.000    0.000    0.000    0.000 ops.py:4964(_device_function_stack)
       27    0.000    0.000    0.009    0.000 gen_array_ops.py:8934(shape)
      203    0.000    0.000    0.000    0.000 ops.py:4531(_pop_control_dependencies_controller)
      574    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
   252/89    0.000    0.000    0.001    0.000 module_wrapper.py:155(__getattribute__)
      270    0.000    0.000    0.001    0.000 ops.py:6213(get_collection)
       95    0.000    0.000    0.000    0.000 tensor_util.py:185(GetFromNumpyDTypeDict)
     1501    0.000    0.000    0.000    0.000 session.py:318(unique_fetches)
      320    0.000    0.000    0.000    0.000 traceable_stack.py:111(pop_obj)
       86    0.000    0.000    0.002    0.000 ops.py:5636(executing_eagerly_outside_functions)
      203    0.000    0.000    0.002    0.000 ops.py:5225(control_dependencies)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1868(__enter__)
       55    0.000    0.000    0.085    0.002 gradients_util.py:335(_MaybeCompile)
      221    0.000    0.000    0.001    0.000 gradients_util.py:428(_NonEagerInputs)
  250/104    0.000    0.000    0.002    0.000 typing.py:1145(__subclasscheck__)
       28    0.000    0.000    0.081    0.003 variable_scope.py:1173(get_variable)
      228    0.000    0.000    0.000    0.000 indexed_slices.py:274(internal_convert_to_tensor_or_indexed_slices)
     1160    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       28    0.000    0.000    0.081    0.003 variable_scope.py:286(get_variable)
      203    0.000    0.000    0.000    0.000 ops.py:4461(__init__)
     1620    0.000    0.000    0.000    0.000 ops.py:1860(_get_control_flow_context)
      165    0.000    0.000    0.015    0.000 ops.py:1127(convert_to_tensor)
       14    0.000    0.000    0.011    0.001 gen_training_ops.py:332(apply_adam)
       28    0.000    0.000    0.010    0.000 gen_math_ops.py:6666(mul)
      140    0.000    0.000    0.000    0.000 optimizer.py:83(_var_key)
      490    0.000    0.000    0.000    0.000 variables.py:2567(op)
       30    0.000    0.000    0.012    0.000 array_ops.py:450(shape_internal)
      197    0.000    0.000    0.000    0.000 tensor_conversion_registry.py:114(get)
       14    0.000    0.000    0.014    0.001 adam.py:145(_apply_dense)
      477    0.000    0.000    0.000    0.000 op_def_library.py:46(_AttrValue)
        1    0.000    0.000    0.001    0.001 gradients_util.py:71(_PendingCount)
    88/44    0.000    0.000    0.103    0.002 variables.py:256(__call__)
     1397    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:1372(<lambda>)
       86    0.000    0.000    0.001    0.000 ops.py:4300(_add_device_to_stack)
      800    0.000    0.000    0.000    0.000 object_identity.py:36(unwrapped)
      465    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       18    0.000    0.000    0.019    0.001 math_grad.py:57(SmartBroadcastGradientArgs)
       58    0.000    0.000    0.001    0.000 typing.py:875(__extrahook__)
       28    0.000    0.000    0.082    0.003 slot_creator.py:51(_create_slot_var)
       96    0.000    0.000    0.038    0.000 array_ops.py:176(identity)
      184    0.000    0.000    0.000    0.000 tensor_shape.py:1147(is_fully_defined)
       56    0.000    0.000    0.000    0.000 ops.py:4699(_attr_scope)
      801    0.000    0.000    0.000    0.000 session.py:507(fetches)
      574    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       52    0.000    0.000    0.021    0.000 control_flow_ops.py:179(_Identity)
     1406    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:1464(<lambda>)
      305    0.000    0.000    0.000    0.000 gradients_util.py:396(_IsFunction)
      574    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       86    0.000    0.000    0.002    0.000 ops.py:5108(device)
      100    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(mean)
      629    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       28    0.000    0.000    0.001    0.000 variable_scope.py:2230(_enter_scope_uncached)
      204    0.000    0.000    0.000    0.000 __init__.py:1530(getEffectiveLevel)
      204    0.000    0.000    0.000    0.000 __init__.py:1544(isEnabledFor)
      210    0.000    0.000    0.001    0.000 variable_scope.py:1348(get_variable_scope_store)
       17    0.000    0.000    0.009    0.001 gen_array_ops.py:3545(fill)
      194    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_AddControlInput}
      197    0.000    0.000    0.000    0.000 __init__.py:1359(log)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1339(close_variable_subscopes)
      111    0.000    0.000    0.001    0.000 tensor_util.py:304(_AssertCompatible)
        1    0.000    0.000    0.111    0.111 optimizer.py:531(apply_gradients)
       18    0.000    0.000    0.000    0.000 numeric.py:2287(array_equal)
       28    0.000    0.000    0.088    0.003 optimizer.py:1142(_zeros_slot)
      386    0.000    0.000    0.000    0.000 tensor_shape.py:1150(<genexpr>)
      801    0.000    0.000    0.000    0.000 session.py:515(targets)
       26    0.000    0.000    0.001    0.000 module_wrapper.py:121(_tfmw_add_deprecation_warning)
       44    0.000    0.000    0.103    0.002 variables.py:180(_variable_v1_call)
       88    0.000    0.000    0.001    0.000 tensor_util.py:262(inner)
      232    0.000    0.000    0.000    0.000 tape.py:118(stop_recording)
       82    0.000    0.000    0.001    0.000 fromnumeric.py:2843(prod)
        7    0.000    0.000    0.019    0.003 random_ops.py:186(random_uniform)
        1    0.000    0.000    0.001    0.001 gradients_util.py:51(_MarkReachedOps)
       16    0.000    0.000    0.008    0.001 gen_array_ops.py:792(broadcast_gradient_args)
        7    0.000    0.000    0.000    0.000 __init__.py:251(__init__)
       62    0.000    0.000    0.000    0.000 distribution_strategy_context.py:78(_get_per_thread_mode)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewGraph}
      170    0.000    0.000    0.004    0.000 pywrap_tensorflow_internal.py:2619(Flatten)
      230    0.000    0.000    0.001    0.000 ops.py:5214(colocate_with)
       83    0.000    0.000    0.000    0.000 gradients_util.py:229(IsTrainable)
      123    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
       32    0.000    0.000    0.013    0.000 math_ops.py:896(binary_op_wrapper)
       16    0.000    0.000    0.006    0.000 gen_math_ops.py:351(add)
       80    0.000    0.000    0.000    0.000 execute.py:186(make_type)
      732    0.000    0.000    0.000    0.000 ops.py:3103(_get_control_flow_context)
       72    0.000    0.000    0.000    0.000 variables.py:149(validate_synchronization_aggregation_trainable)
       44    0.000    0.000    0.004    0.000 variables.py:2678(_try_guard_against_uninitialized_dependencies)
       35    0.000    0.000    0.009    0.000 array_ops.py:2293(_constant_if_small)
  155/111    0.000    0.000    0.000    0.000 tensor_util.py:218(_GetDenseDimensions)
      114    0.000    0.000    0.000    0.000 ops.py:2193(control_inputs)
      203    0.000    0.000    0.000    0.000 ops.py:4528(_push_control_dependencies_controller)
      170    0.000    0.000    0.004    0.000 nest.py:232(flatten)
       28    0.000    0.000    0.010    0.000 control_flow_ops.py:2840(_GroupControlDeps)
       28    0.000    0.000    0.087    0.003 slot_creator.py:170(create_zeros_slot)
      700    0.000    0.000    0.000    0.000 session.py:378(unique_fetches)
      104    0.000    0.000    0.001    0.000 ops.py:1420(internal_convert_to_tensor_or_composite)
       12    0.000    0.000    0.030    0.003 math_grad.py:1091(_AddGrad)
       55    0.000    0.000    0.000    0.000 gradients_util.py:247(_VerifyGeneratedGradients)
      165    0.000    0.000    0.015    0.000 ops.py:1187(convert_to_tensor_v2)
       30    0.000    0.000    0.000    0.000 {tensorflow.python.framework.fast_tensor_util.AppendInt32ArrayToTensorProto}
      181    0.000    0.000    0.000    0.000 ops.py:4523(op_in_group)
       28    0.000    0.000    0.000    0.000 variable_scope.py:2112(__init__)
       44    0.000    0.000    0.102    0.002 variables.py:1579(__init__)
      144    0.000    0.000    0.001    0.000 ops.py:566(_shape_tuple)
       60    0.000    0.000    0.000    0.000 ops.py:3876(add_to_collection)
      747    0.000    0.000    0.000    0.000 ops.py:647(value_index)
        7    0.000    0.000    0.003    0.000 gen_random_ops.py:770(random_uniform)
      129    0.000    0.000    0.000    0.000 variables.py:2525(_TensorConversionFunction)
       44    0.000    0.000    0.021    0.000 state_ops.py:55(variable_op_v2)
       14    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      465    0.000    0.000    0.000    0.000 errors_impl.py:88(message)
        7    0.000    0.000    0.019    0.003 vae_tf_gpu_mnist.py:17(xavier_init)
       44    0.000    0.000    0.103    0.002 variables.py:197(<lambda>)
       46    0.000    0.000    0.025    0.001 state_ops.py:198(assign)
       59    0.000    0.000    0.000    0.000 tensor_util.py:971(maybe_set_static_shape)
      489    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       28    0.000    0.000    0.079    0.003 variable_scope.py:435(_true_getter)
       44    0.000    0.000    0.000    0.000 ops.py:3894(add_to_collections)
       11    0.000    0.000    0.004    0.000 gen_math_ops.py:11051(sub)
       87    0.000    0.000    0.000    0.000 ops.py:4535(_current_control_dependencies)
      646    0.000    0.000    0.000    0.000 inspect.py:2821(return_annotation)
       14    0.000    0.000    0.000    0.000 module_wrapper.py:41(_call_location)
       28    0.000    0.000    0.007    0.000 gen_control_flow_ops.py:546(no_op)
      292    0.000    0.000    0.000    0.000 traceable_stack.py:83(__init__)
      200    0.000    0.000    0.000    0.000 fromnumeric.py:2087(_sum_dispatcher)
       55    0.000    0.000    0.084    0.002 gradients_util.py:679(<lambda>)
      196    0.000    0.000    0.000    0.000 op_def_library.py:166(_MakeBool)
       82    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(prod)
       39    0.000    0.000    0.000    0.000 os.py:664(__getitem__)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1961(_get_unique_variable_scope)
        7    0.000    0.000    0.004    0.001 math_ops.py:2565(matmul)
      190    0.000    0.000    0.000    0.000 tensor_shape.py:819(ndims)
      127    0.000    0.000    0.000    0.000 ops.py:3812(_get_op_def)
      144    0.000    0.000    0.000    0.000 ops.py:562(<listcomp>)
       95    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       28    0.000    0.000    0.002    0.000 variable_scope.py:2204(__enter__)
       95    0.000    0.000    0.000    0.000 tensor_util.py:193(GetNumpyAppendFn)
       88    0.000    0.000    0.000    0.000 execute.py:172(make_str)
      221    0.000    0.000    0.000    0.000 gradients_util.py:442(<listcomp>)
      171    0.000    0.000    0.000    0.000 ops.py:496(<listcomp>)
       45    0.000    0.000    0.001    0.000 op_def_library.py:184(_MakeShape)
      196    0.000    0.000    0.000    0.000 execute.py:179(make_bool)
       45    0.000    0.000    0.000    0.000 execute.py:196(make_shape)
      646    0.000    0.000    0.000    0.000 inspect.py:2817(parameters)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1779(__init__)
       88    0.000    0.000    0.000    0.000 tensor_util.py:263(<listcomp>)
      139    0.000    0.000    0.000    0.000 gradients_util.py:838(_FilterGrad)
      154    0.000    0.000    0.001    0.000 variable_scope.py:1361(get_variable_scope)
      137    0.000    0.000    0.000    0.000 control_flow_util.py:107(IsLoopExit)
      116    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeSetIsStopped}
        7    0.000    0.000    0.006    0.001 math_grad.py:1566(_MatMulGrad)
       96    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       55    0.000    0.000    0.000    0.000 registry.py:82(lookup)
       90    0.000    0.000    0.000    0.000 tensor_shape.py:1172(<listcomp>)
       28    0.000    0.000    0.000    0.000 optimizer.py:1167(_restore_slot_variable)
       37    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      208    0.000    0.000    0.000    0.000 typing.py:1019(_abc_negative_cache)
       96    0.000    0.000    0.000    0.000 ops.py:1848(<listcomp>)
        3    0.000    0.000    0.018    0.006 math_grad.py:137(_SumGrad)
       28    0.000    0.000    0.026    0.001 variable_scope.py:902(<lambda>)
      175    0.000    0.000    0.000    0.000 variables.py:2562(dtype)
       33    0.000    0.000    0.017    0.001 math_ops.py:1519(reduce_sum)
        1    0.000    0.000    0.000    0.000 ops.py:2811(__init__)
        4    0.000    0.000    0.015    0.004 math_grad.py:1160(_MulGrad)
       28    0.000    0.000    0.000    0.000 tensor_shape.py:793(__str__)
        1    0.000    0.000    0.045    0.045 vae_tf_gpu_mnist.py:52(initialize_weights)
       83    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationOutputConsumers_wrapper}
       69    0.000    0.000    0.000    0.000 gradients_util.py:312(_IsPartitionedCall)
      143    0.000    0.000    0.000    0.000 gradients_util.py:965(<genexpr>)
      643    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      125    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      125    0.000    0.000    0.000    0.000 typing.py:1033(_abc_negative_cache_version)
      232    0.000    0.000    0.000    0.000 ops.py:5016(_control_dependencies_stack)
       28    0.000    0.000    0.000    0.000 optimizer.py:197(_get_processor)
       55    0.000    0.000    0.000    0.000 gradients_util.py:849(<listcomp>)
      107    0.000    0.000    0.000    0.000 tensor_util.py:934(is_tensor)
       83    0.000    0.000    0.000    0.000 ops.py:652(consumers)
       15    0.000    0.000    0.001    0.000 adam.py:109(_get_beta_accumulators)
      141    0.000    0.000    0.000    0.000 dtypes.py:119(is_numpy_compatible)
       28    0.000    0.000    0.000    0.000 variable_scope.py:2349(__exit__)
      176    0.000    0.000    0.000    0.000 op_def_library.py:661(<genexpr>)
       34    0.000    0.000    0.001    0.000 common_shapes.py:31(has_fully_defined_shape)
       90    0.000    0.000    0.000    0.000 tensor_shape.py:1161(as_list)
        1    0.000    0.000    0.167    0.167 session.py:1720(__init__)
       31    0.000    0.000    0.001    0.000 array_ops.py:1244(_should_not_autopack)
      172    0.000    0.000    0.000    0.000 traceable_stack.py:115(peek_top_obj)
       57    0.000    0.000    0.000    0.000 gradients_util.py:135(_AsList)
      245    0.000    0.000    0.000    0.000 typing.py:1089(__eq__)
       69    0.000    0.000    0.000    0.000 ops.py:3241(_is_function)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1930(__exit__)
      116    0.000    0.000    0.000    0.000 ops.py:4197(get_name_scope)
      204    0.000    0.000    0.000    0.000 tf_logging.py:81(get_logger)
        1    0.000    0.000    0.259    0.259 vae_tf_gpu_mnist.py:128(backward)
       28    0.000    0.000    0.000    0.000 {built-in method builtins.format}
       28    0.000    0.000    0.000    0.000 dtypes.py:144(is_floating)
      232    0.000    0.000    0.000    0.000 ops.py:3111(_set_control_flow_context)
       26    0.000    0.000    0.000    0.000 control_flow_ops.py:2984(<listcomp>)
       88    0.000    0.000    0.000    0.000 op_def_library.py:159(_MakeStr)
       69    0.000    0.000    0.000    0.000 control_flow_util.py:92(IsSwitch)
       52    0.000    0.000    0.001    0.000 ops.py:1397(convert_to_tensor_or_composite)
        8    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_AddInputList}
      100    0.000    0.000    0.000    0.000 _asarray.py:88(asanyarray)
      138    0.000    0.000    0.000    0.000 gradients_util.py:618(<genexpr>)
        4    0.000    0.000    0.002    0.000 gen_math_ops.py:434(add_n)
       34    0.000    0.000    0.016    0.000 array_ops.py:59(reshape)
        6    0.000    0.000    0.002    0.000 gen_math_ops.py:514(add_v2)
       30    0.000    0.000    0.000    0.000 tf_inspect.py:365(isclass)
       55    0.000    0.000    0.000    0.000 gradients_util.py:847(<listcomp>)
       28    0.000    0.000    0.081    0.003 variable_scope.py:1468(get_variable)
       72    0.000    0.000    0.000    0.000 resource_variable_ops.py:1936(is_resource_variable)
       37    0.000    0.000    0.012    0.000 tensor_conversion_registry.py:50(_default_conversion_function)
      176    0.000    0.000    0.000    0.000 ops.py:4573(<listcomp>)
        4    0.000    0.000    0.001    0.000 {method 'close' of '_io.BufferedReader' objects}
      191    0.000    0.000    0.000    0.000 variables.py:2726(<genexpr>)
       17    0.000    0.000    0.009    0.001 array_ops.py:136(fill)
        3    0.000    0.000    0.000    0.000 tensor_util.py:562(MakeNdarray)
       11    0.000    0.000    0.000    0.000 indexed_slices.py:312(internal_convert_n_to_tensor_or_indexed_slices)
      176    0.000    0.000    0.000    0.000 ops.py:4514(control_inputs)
       39    0.000    0.000    0.000    0.000 tf2.py:43(enabled)
       83    0.000    0.000    0.000    0.000 ops.py:662(<listcomp>)
       83    0.000    0.000    0.000    0.000 gradients_util.py:474(_Consumers)
       55    0.000    0.000    0.000    0.000 ops.py:2147(__bool__)
        8    0.000    0.000    0.000    0.000 ops.py:1318(internal_convert_n_to_tensor)
       28    0.000    0.000    0.000    0.000 optimizer.py:735(get_slot)
        2    0.000    0.000    0.004    0.002 optimizer.py:811(_create_non_slot_variable)
        1    0.000    0.000    0.772    0.772 vae_tf_gpu_mnist.py:30(__init__)
       28    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       26    0.000    0.000    0.000    0.000 control_flow_ops.py:2988(<listcomp>)
       32    0.000    0.000    0.000    0.000 device.py:67(merge_device)
       32    0.000    0.000    0.000    0.000 device.py:172(is_null_merge)
        1    0.000    0.000    0.167    0.167 session.py:632(__init__)
       28    0.000    0.000    0.000    0.000 init_ops.py:105(__init__)
       37    0.000    0.000    0.000    0.000 numerictypes.py:365(issubdtype)
        3    0.000    0.000    0.008    0.003 math_grad.py:1126(_SubGrad)
       28    0.000    0.000    0.000    0.000 math_ops.py:3413(conj)
        6    0.000    0.000    0.005    0.001 math_ops.py:922(r_binary_op_wrapper)
       42    0.000    0.000    0.000    0.000 tensor_shape.py:203(__str__)
       83    0.000    0.000    0.000    0.000 gradients_util.py:240(_IsBackpropagatable)
        4    0.000    0.000    0.002    0.001 gradients_util.py:852(_MultiDeviceAddN)
       42    0.000    0.000    0.000    0.000 variables.py:2547(name)
        2    0.000    0.000    0.002    0.001 math_ops.py:1358(range)
        9    0.000    0.000    0.000    0.000 tensor_shape.py:907(merge_with)
       30    0.000    0.000    0.000    0.000 distribute_lib.py:2110(colocate_vars_with)
        4    0.000    0.000    0.000    0.000 gzip.py:405(_read_gzip_header)
        2    0.000    0.000    0.000    0.000 {built-in method io.open}
       29    0.000    0.000    0.000    0.000 variable_scope.py:1043(__init__)
       38    0.000    0.000    0.000    0.000 tensor_shape.py:778(_v2_behavior)
       39    0.000    0.000    0.000    0.000 os.py:760(getenv)
       28    0.000    0.000    0.026    0.001 init_ops.py:111(__call__)
        2    0.000    0.000    0.010    0.005 math_ops.py:3466(reduced_shape)
       34    0.000    0.000    0.001    0.000 math_ops.py:1454(_may_reduce_to_scalar)
        5    0.000    0.000    0.002    0.000 gen_math_ops.py:6802(neg)
       14    0.000    0.000    0.006    0.000 constant_op.py:295(_tensor_shape_tensor_conversion_function)
       77    0.000    0.000    0.000    0.000 array_ops.py:1250(<genexpr>)
       14    0.000    0.000    0.014    0.001 optimizer.py:117(update_op)
       19    0.000    0.000    0.001    0.000 math_grad.py:1081(_ShapesFullySpecifiedAndEqual)
       69    0.000    0.000    0.000    0.000 gradients_util.py:818(_GetGrads)
      228    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       57    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       30    0.000    0.000    0.000    0.000 tensor_shape.py:1219(unknown_shape)
      110    0.000    0.000    0.000    0.000 ops.py:3993(_original_op)
       44    0.000    0.000    0.000    0.000 ops.py:6171(add_to_collections)
      114    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationGetControlInputs_wrapper}
      171    0.000    0.000    0.000    0.000 deprecation.py:583(deprecated_argument_lookup)
       18    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(array_equal)
      100    0.000    0.000    0.000    0.000 fromnumeric.py:3227(_mean_dispatcher)
       55    0.000    0.000    0.000    0.000 gradients_util.py:687(<listcomp>)
        8    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       39    0.000    0.000    0.000    0.000 os.py:742(encode)
        1    0.000    0.000    0.092    0.092 adam.py:118(_create_slots)
        8    0.000    0.000    0.002    0.000 math_ops.py:2953(add_n)
       44    0.000    0.000    0.000    0.000 ops.py:2963(_variable_creator_stack)
       82    0.000    0.000    0.000    0.000 fromnumeric.py:2838(_prod_dispatcher)
        1    0.000    0.000    0.005    0.005 vae_tf_gpu_mnist.py:80(encode)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       56    0.000    0.000    0.000    0.000 variable_scope.py:1367(_get_default_variable_store)
       77    0.000    0.000    0.000    0.000 math_ops.py:1342(tensor_not_equals)
        8    0.000    0.000    0.003    0.000 tensor_util.py:952(shape_tensor)
      127    0.000    0.000    0.000    0.000 ops.py:1720(<listcomp>)
       12    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.SetRequestedDevice}
        1    0.000    0.000    0.002    0.002 math_grad.py:234(_MeanGrad)
        1    0.000    0.000    0.004    0.004 vae_tf_gpu_mnist.py:93(decode)
      255    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       17    0.000    0.000    0.006    0.000 math_ops.py:1202(_mul_dispatch)
        3    0.000    0.000    0.002    0.001 gen_array_ops.py:11260(tile)
       23    0.000    0.000    0.000    0.000 tensor_util.py:275(_check_not_tensor)
       30    0.000    0.000    0.000    0.000 optimizer.py:866(_get_non_slot_variable)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       16    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        7    0.000    0.000    0.000    0.000 __init__.py:1310(warning)
       74    0.000    0.000    0.000    0.000 numerictypes.py:293(issubclass_)
       30    0.000    0.000    0.000    0.000 distribute_lib.py:249(_require_strategy_scope_extended)
      140    0.000    0.000    0.000    0.000 gradients_util.py:302(_maybe_colocate_with)
      132    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.034    0.034 __init__.py:164(test_images)
        2    0.000    0.000    0.001    0.001 gen_data_flow_ops.py:767(dynamic_stitch)
        3    0.000    0.000    0.000    0.000 tensor_util.py:656(_ConstantValue)
       31    0.000    0.000    0.000    0.000 dtypes.py:151(is_complex)
      244    0.000    0.000    0.000    0.000 dtypes.py:285(__hash__)
        4    0.000    0.000    0.000    0.000 device_spec.py:92(__init__)
      116    0.000    0.000    0.000    0.000 ops.py:149(__init__)
        7    0.000    0.000    0.000    0.000 tf_logging.py:164(warning)
       32    0.000    0.000    0.000    0.000 distribution_strategy_context.py:179(get_strategy)
        6    0.000    0.000    0.227    0.038 gzip.py:271(read)
       76    0.000    0.000    0.000    0.000 gradients_util.py:784(<listcomp>)
       16    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.057    0.057 vae_tf_gpu_mnist.py:106(forward)
      213    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
       55    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       31    0.000    0.000    0.001    0.000 array_ops.py:1254(_autopacking_conversion_function)
       69    0.000    0.000    0.000    0.000 ops.py:2144(__len__)
       62    0.000    0.000    0.000    0.000 ops.py:5023(_distribution_strategy_stack)
        7    0.000    0.000    0.000    0.000 __init__.py:1421(_log)
        7    0.000    0.000    0.000    0.000 __init__.py:1500(callHandlers)
        1    0.000    0.000    0.137    0.137 optimizer.py:415(compute_gradients)
       62    0.000    0.000    0.000    0.000 distribution_strategy_context.py:312(_get_default_replica_mode)
       24    0.000    0.000    0.000    0.000 module_wrapper.py:35(get_rename_v2)
       27    0.000    0.000    0.000    0.000 typing.py:889(__extrahook__)
       51    0.000    0.000    0.000    0.000 control_flow_ops.py:3001(<lambda>)
        2    0.000    0.000    0.001    0.000 gen_nn_ops.py:5467(leaky_relu_grad)
        6    0.000    0.000    0.002    0.000 math_ops.py:1191(_add_dispatch)
        2    0.000    0.000    0.002    0.001 gen_math_ops.py:6261(maximum)
       12    0.000    0.000    0.000    0.000 device.py:133(shortcut_string_merge)
      116    0.000    0.000    0.000    0.000 ops.py:155(__exit__)
        7    0.000    0.000    0.000    0.000 __init__.py:390(format)
        2    0.000    0.000    0.001    0.000 nn_ops.py:2800(leaky_relu)
       32    0.000    0.000    0.000    0.000 {method 'tostring' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.stat}
      153    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       85    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        7    0.000    0.000    0.000    0.000 module_wrapper.py:57(has_deprecation_decorator)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1333(open_variable_scope)
      112    0.000    0.000    0.000    0.000 variable_scope.py:1074(name)
       34    0.000    0.000    0.000    0.000 math_ops.py:1431(_ReductionDims)
        1    0.000    0.000    0.001    0.001 gen_array_ops.py:6626(placeholder)
       31    0.000    0.000    0.009    0.000 constant_op.py:283(_constant_tensor_conversion_function)
        2    0.000    0.000    0.001    0.000 array_ops.py:536(size_internal)
       25    0.000    0.000    0.000    0.000 op_def_library.py:474(<genexpr>)
       23    0.000    0.000    0.000    0.000 tensor_util.py:276(<listcomp>)
        9    0.000    0.000    0.000    0.000 dtypes.py:138(is_integer)
        7    0.000    0.000    0.000    0.000 __init__.py:564(format)
        7    0.000    0.000    0.000    0.000 __init__.py:852(handle)
       60    0.000    0.000    0.000    0.000 distribute_lib.py:526(extended)
        9    0.000    0.000    0.000    0.000 genericpath.py:117(_splitext)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:966(_find_and_load)
        7    0.000    0.000    0.000    0.000 module_wrapper.py:205(__setattr__)
        1    0.000    0.000    0.002    0.002 random_ops.py:42(random_normal)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1086(initializer)
       44    0.000    0.000    0.000    0.000 variables.py:2552(initializer)
        2    0.000    0.000    0.001    0.000 gen_nn_ops.py:11119(relu_grad)
        2    0.000    0.000    0.001    0.000 gen_nn_ops.py:5396(leaky_relu)
        2    0.000    0.000    0.001    0.000 gen_math_ops.py:7745(_range)
        2    0.000    0.000    0.001    0.000 gen_math_ops.py:7993(reciprocal)
